0, 171, 70, -40, -0.208067, 0.978115, -0.416135, 1.95623, 1.78039, 8, 
0.5, 171, 69.896, -39.5109, -0.416135, 1.95623, -0.416135, 1.95623, 1.78039, 8, 
1, 171, 69.6879, -38.5328, -0.624202, 2.93434, -0.416134, 1.95623, 1.78039, 8, 
1.5, 171, 69.3758, -37.0657, -0.832269, 3.91246, -0.416134, 1.95623, 1.78039, 8, 
2, 171, 68.9597, -35.1094, -0.832269, 3.91246, -0.416134, 1.95623, 1.78039, 8, 
2.5, 171, 68.5435, -33.1532, -0.832269, 3.91246, -0.416134, 1.95623, 1.78039, 8, 
3, 171, 68.1274, -31.197, -0.832269, 3.91246, -0.416134, 1.95623, 1.78039, 8, 
3.5, 171, 67.7112, -29.2407, -0.832268, 3.91246, -0.416134, 1.95623, 1.78039, 8, 
4, 171, 67.2951, -27.2845, -0.832268, 3.91246, -0.416133, 1.95623, 1.78039, 8, 
4.5, 171, 66.879, -25.3283, -0.832267, 3.91246, -0.416133, 1.95623, 1.78039, 8, 
5, 171, 66.4628, -23.3721, -0.840764, 3.91064, -0.437354, 1.95159, 1.78257, 8, 
5.5, 171, 66.0425, -21.4167, -0.873289, 3.90351, -0.501392, 1.93613, 1.79089, 8, 
6, 171, 65.6058, -19.465, -0.925497, 3.89146, -0.566335, 1.91814, 1.80429, 8, 
6.5, 171, 65.1431, -17.5192, -0.993438, 3.87467, -0.631078, 1.89783, 1.82178, 8, 
7, 171, 64.6463, -15.5819, -1.07352, 3.85325, -0.69461, 1.8755, 1.84251, 8, 
7.5, 171, 64.1096, -13.6553, -1.16248, 3.82736, -0.756033, 1.8516, 1.86567, 8, 
8, 171, 63.5284, -11.7416, -1.25738, 3.79724, -0.814589, 1.82659, 1.89056, 8, 
8.5, 171, 62.8997, -9.84299, -1.3556, 3.76329, -0.86967, 1.80102, 1.91655, 8, 
9, 171, 62.2219, -7.96135, -1.45486, 3.72604, -0.920829, 1.77541, 1.94305, 8, 
9.5, 171, 61.4944, -6.09833, -1.55319, 3.68614, -0.96777, 1.75026, 1.96958, 8, 
10, 171, 60.7178, -4.25526, -1.64894, 3.64431, -1.01034, 1.72604, 1.9957, 8, 
10.5, 171, 59.8934, -2.4331, -1.74081, 3.60133, -1.04853, 1.70311, 2.02106, 8, 
11, 171, 59.023, -0.632438, -1.82776, 3.55799, -1.08239, 1.68179, 2.04535, 8, 
11.5, 171, 58.1091, 1.14656, -1.90907, 3.51503, -1.1121, 1.6623, 2.06834, 8, 
12, 171, 57.1545, 2.90407, -1.98425, 3.47315, -1.13787, 1.64476, 2.08985, 8, 
12.5, 171, 56.1624, 4.64065, -2.06891, 3.42339, -1.19755, 1.60184, 2.11441, 8, 
13, 171, 55.128, 6.35234, -2.21101, 3.33338, -1.37004, 1.45704, 2.15646, 8, 
13.5, 171, 54.0224, 8.01903, -2.41625, 3.18775, -1.57019, 1.23875, 2.21938, 8, 
14, 171, 52.8143, 9.61291, -2.68722, 2.96292, -1.77886, 0.91415, 2.30744, 8, 
14.5, 171, 51.4707, 11.0944, -3.0141, 2.62967, -1.94613, 0.461049, 2.4242, 8, 
15, 171, 49.9637, 12.4092, -3.363, 2.1657, -1.99794, -0.0906799, 2.56946, 8, 
15.5, 171, 48.2822, 13.4921, -3.67729, 1.57401, -1.89429, -0.641623, 2.73715, 8, 
16, 171, 46.4435, 14.2791, -3.90027, 0.887635, -1.67488, -1.09306, 2.91782, 8, 
16.5, 171, 44.4934, 14.7229, -3.99697, 0.155579, -1.41173, -1.41669, 3.10269, 8, 
17, 171, 42.4949, 14.8007, -3.95345, -0.608499, -1.04875, -1.70297, -2.98887, 8, 
17.5, 171, 40.5182, 14.4964, -3.78611, -1.2905, -0.901448, -1.78533, -2.81309, 8, 
18, 171, 38.6251, 13.8512, -3.53232, -1.87689, -0.763896, -1.84837, -2.65318, 8, 
18.5, 171, 36.859, 12.9127, -3.22659, -2.36414, -0.643147, -1.89377, -2.50925, 8, 
19, 171, 35.2457, 11.7307, -2.89859, -2.75648, -0.542973, -1.92488, -2.38132, 8, 
19.5, 171, 33.7964, 10.3524, -2.57193, -3.06352, -0.464336, -1.94535, -2.26918, 8, 
20, 171, 32.5104, 8.82065, -2.26376, -3.29779, -0.406303, -1.95829, -2.17237, 8, 
20.5, 171, 31.3785, 7.17176, -1.98519, -3.47261, -0.366907, -1.96606, -2.09012, 8, 
21, 171, 30.3859, 5.43545, -1.74231, -3.60061, -0.343759, -1.97024, -2.02148, 8, 
21.5, 171, 29.5148, 3.63515, -1.53741, -3.69275, -0.334421, -1.97184, -1.9653, 8, 
22, 171, 28.7461, 1.78878, -1.37012, -3.75803, -0.336595, -1.97147, -1.92041, 8, 
22.5, 171, 28.061, -0.0902374, -1.23839, -3.80347, -0.348196, -1.96946, -1.88557, 8, 
23, 171, 27.4418, -1.99197, -1.1392, -3.83435, -0.367364, -1.96597, -1.85959, 8, 
23.5, 171, 26.8722, -3.90915, -1.06906, -3.85449, -0.392458, -1.96112, -1.84135, 8, 
24, 171, 26.3377, -5.83639, -1.02433, -3.86662, -0.422029, -1.95497, -1.82976, 8, 
24.5, 171, 25.8255, -7.7697, -1.00146, -3.87261, -0.454803, -1.9476, -1.82385, 8, 
25, 171, 25.3248, -9.70601, -0.997033, -3.87375, -0.489663, -1.93913, -1.82271, 8, 
25.5, 171, 24.8263, -11.6429, -1.0079, -3.87094, -0.525638, -1.92969, -1.82552, 8, 
26, 171, 24.3223, -13.5783, -1.03115, -3.86481, -0.561891, -1.91945, -1.83153, 8, 
26.5, 171, 23.8068, -15.5108, -1.06416, -3.85585, -0.597718, -1.90859, -1.84008, 8, 
27, 171, 23.2747, -17.4387, -1.10459, -3.84446, -0.632535, -1.89734, -1.85058, 8, 
27.5, 171, 22.7224, -19.3609, -1.15035, -3.83102, -0.665875, -1.8859, -1.8625, 8, 
28, 171, 22.1472, -21.2764, -1.19963, -3.81587, -0.69738, -1.87448, -1.87539, 8, 
28.5, 171, 21.5474, -23.1844, -1.28754, -3.78711, -0.816151, -1.8259, -1.89852, 8, 
29, 171, 20.9036, -25.0779, -1.43507, -3.73371, -1.0015, -1.73118, -1.93774, 8, 
29.5, 171, 20.1861, -26.9448, -1.66325, -3.6378, -1.25576, -1.55662, -1.99963, 8, 
30, 171, 19.3545, -28.7637, -2.00344, -3.46211, -1.5876, -1.21635, -2.09539, 8, 
30.5, 171, 18.3527, -30.4947, -2.47922, -3.13902, -1.9157, -0.574538, -2.23929, 8, 
31, 171, 17.1131, -32.0642, -3.03798, -2.60206, -1.97028, 0.343514, -2.43333, 8, 
31.5, 171, 15.5941, -33.3653, -3.53828, -1.86563, -1.64981, 1.13055, -2.65637, 8, 
32, 171, 13.825, -34.2981, -3.87224, -1.00287, -1.22439, 1.58141, -2.88817, 8, 
32.5, 171, 11.8889, -34.7995, -3.99926, -0.0769902, -0.780005, 1.84163, -3.12234, 8, 
33, 171, 9.88925, -34.838, -3.91962, 0.797868, -0.60693, 1.90569, 2.94078, 8, 
33.5, 171, 7.92944, -34.4391, -3.67677, 1.57523, -0.439513, 1.95111, 2.73682, 8, 
34, 171, 6.09105, -33.6515, -3.32136, 2.22902, -0.289537, 1.97893, 2.55052, 8, 
34.5, 171, 4.43037, -32.5369, -2.90323, 2.75159, -0.164117, 1.99325, 2.38301, 8, 
35, 171, 2.97875, -31.1612, -2.4655, 3.14981, -0.0657448, 1.99892, 2.23493, 8, 
35.5, 171, 1.746, -29.5862, -2.04115, 3.44001, 0.00636263, 1.99999, 2.10632, 8, 
36, 171, 0.725428, -27.8662, -1.65233, 3.64277, 0.0547474, 1.99925, 1.99663, 8, 
36.5, 171, -0.100737, -26.0448, -1.3115, 3.77888, 0.0826024, 1.99829, 1.90485, 8, 
37, 171, -0.756488, -24.1554, -1.02374, 3.86678, 0.0931296, 1.99783, 1.82961, 8, 
37.5, 171, -1.26836, -22.222, -0.789081, 3.9214, 0.0892533, 1.99801, 1.76937, 8, 
38, 171, -1.6629, -20.2613, -0.604524, 3.95405, 0.0735322, 1.99865, 1.72251, 8, 
38.5, 171, -1.96516, -18.2843, -0.465498, 3.97282, 0.0481769, 1.99942, 1.68744, 8, 
39, 171, -2.19791, -16.2979, -0.36681, 3.98315, 0.015103, 1.99994, 1.66263, 8, 
39.5, 171, -2.38132, -14.3063, -0.303207, 3.98849, -0.0240126, 1.99986, 1.64667, 8, 
40, 171, -2.53292, -12.3121, -0.269676, 3.9909, -0.0676804, 1.99885, 1.63827, 8, 
40.5, 171, -2.66776, -10.3166, -0.261568, 3.99144, -0.114563, 1.99672, 1.63623, 8, 
41, 171, -2.79854, -8.3209, -0.274643, 3.99056, -0.163456, 1.99331, 1.63951, 8, 
41.5, 171, -2.93586, -6.32561, -0.30506, 3.98835, -0.213276, 1.9886, 1.64714, 8, 
42, 171, -3.08839, -4.33144, -0.349359, 3.98471, -0.263061, 1.98262, 1.65825, 8, 
42.5, 171, -3.26307, -2.33908, -0.404431, 3.9795, -0.311973, 1.97552, 1.67208, 8, 
43, 171, -3.46529, -0.349332, -0.4675, 3.97259, -0.3593, 1.96746, 1.68794, 8, 
43.5, 171, -3.69904, 1.63696, -0.536104, 3.96391, -0.404458, 1.95868, 1.70523, 8, 
44, 171, -3.96709, 3.61892, -0.608083, 3.95351, -0.446993, 1.94941, 1.72341, 8, 
44.5, 171, -4.27113, 5.59567, -0.681568, 3.94151, -0.486571, 1.93991, 1.74202, 8, 
45, 171, -4.61192, 7.56642, -0.75497, 3.92811, -0.522974, 1.93041, 1.76068, 8, 
45.5, 171, -4.9894, 9.53048, -0.826967, 3.91358, -0.556082, 1.92114, 1.77904, 8, 
46, 171, -5.40288, 11.4873, -0.896488, 3.89824, -0.585866, 1.91227, 1.79684, 8, 
46.5, 171, -5.85113, 13.4364, -0.962695, 3.88242, -0.612366, 1.90395, 1.81386, 8, 
47, 171, -6.33247, 15.3776, -1.02496, 3.86645, -0.635684, 1.89629, 1.82993, 8, 
47.5, 171, -6.84495, 17.3108, -1.08284, 3.85064, -0.655965, 1.88937, 1.84493, 8, 
48, 171, -7.38637, 19.2362, -1.13606, 3.83528, -0.673388, 1.88323, 1.85878, 8, 
48.5, 171, -7.95441, 21.1538, -1.18449, 3.8206, -0.688154, 1.87788, 1.87143, 8, 
49, 171, -8.54665, 23.0641, -1.26211, 3.79566, -0.783674, 1.84007, 1.89181, 8, 
49.5, 171, -9.17771, 24.9619, -1.39527, 3.74876, -0.955216, 1.75715, 1.9271, 8, 
50, 171, -9.87534, 26.8363, -1.60587, 3.66349, -1.19799, 1.60151, 1.98392, 8, 
50.5, 171, -10.6783, 28.668, -1.93068, 3.50321, -1.53372, 1.28362, 2.0745, 8, 
51, 171, -11.6436, 30.4197, -2.40902, 3.19322, -1.89864, 0.628626, 2.21712, 8, 
51.5, 171, -12.8481, 32.0163, -2.99641, 2.64982, -1.96137, -0.391175, 2.4175, 8, 
52, 171, -14.3463, 33.3412, -3.52488, 1.89082, -1.56475, -1.24562, 2.64924, 8, 
52.5, 171, -16.1088, 34.2866, -3.8731, 0.999551, -1.07945, -1.68368, 2.88903, 8, 
53, 171, -18.0453, 34.7864, -3.99972, 0.0475883, -0.626048, -1.89949, 3.1297, 8, 
53.5, 171, -20.0452, 34.8101, -3.90699, -0.857591, -0.447495, -1.94929, -2.92552, 8, 
54, 171, -21.9987, 34.3813, -3.63809, -1.66262, -0.274148, -1.98112, -2.71293, 8, 
54.5, 171, -23.8177, 33.55, -3.24667, -2.33648, -0.118646, -1.99648, -2.5178, 8, 
55, 171, -25.4411, 32.3818, -2.78708, -2.86918, 0.0113306, -1.99997, -2.34168, 8, 
55.5, 171, -26.8346, 30.9472, -2.307, -3.26768, 0.113109, -1.9968, -2.18554, 8, 
56, 171, -27.9881, 29.3134, -1.843, -3.55012, 0.187559, -1.99119, -2.04964, 8, 
56.5, 171, -28.9096, 27.5383, -1.41938, -3.7397, 0.237428, -1.98586, -1.93354, 8, 
57, 171, -29.6193, 25.6685, -1.04951, -3.85986, 0.266111, -1.98222, -1.83628, 8, 
57.5, 171, -30.144, 23.7385, -0.738414, -3.93125, 0.276966, -1.98073, -1.75646, 8, 
58, 171, -30.5133, 21.7729, -0.485549, -3.97042, 0.273016, -1.98128, -1.69248, 8, 
58.5, 171, -30.756, 19.7877, -0.287129, -3.98968, 0.256868, -1.98344, -1.64264, 8, 
59, 171, -30.8996, 17.7929, -0.137791, -3.99763, 0.230749, -1.98664, -1.60525, 8, 
59.5, 171, -30.9685, 15.794, -0.03165, -3.99987, 0.196568, -1.99032, -1.57871, 8, 
60, 171, -30.9843, 13.7941, 0.0371003, -3.99983, 0.155996, -1.99391, -1.56152, 8, 
60.5, 171, -30.9658, 11.7942, 0.0738978, -3.99932, 0.110513, -1.99694, -1.55232, 8, 
61, 171, -30.9288, 9.79453, 0.083704, -3.99912, 0.0614617, -1.99906, -1.54987, 8, 
61.5, 171, -30.887, 7.79497, 0.0709904, -3.99937, 0.0100644, -1.99997, -1.55305, 8, 
62, 171, -30.8515, 5.79528, 0.0397726, -3.9998, -0.0425613, -1.99955, -1.56085, 8, 
62.5, 171, -30.8316, 3.79538, -0.00634637, -3.99999, -0.0954069, -1.99772, -1.57238, 8, 
63, 171, -30.8348, 1.79538, -0.0641327, -3.99949, -0.147572, -1.99455, -1.58683, 8, 
63.5, 171, -30.8668, -0.204361, -0.130691, -3.99786, -0.19828, -1.99015, -1.60347, 8, 
64, 171, -30.9322, -2.20329, -0.203439, -3.99482, -0.246878, -1.9847, -1.62168, 8, 
64.5, 171, -31.0339, -4.20071, -0.280095, -3.99018, -0.292842, -1.97844, -1.64088, 8, 
65, 171, -31.1739, -6.1958, -0.358665, -3.98389, -0.335777, -1.97161, -1.66058, 8, 
65.5, 171, -31.3533, -8.18774, -0.437439, -3.97601, -0.375409, -1.96445, -1.68038, 8, 
66, 171, -31.572, -10.1757, -0.514975, -3.96671, -0.411576, -1.95719, -1.6999, 8, 
66.5, 171, -31.8295, -12.1591, -0.590089, -3.95623, -0.444211, -1.95005, -1.71886, 8, 
67, 171, -32.1245, -14.1372, -0.661842, -3.94487, -0.473334, -1.94318, -1.73702, 8, 
67.5, 171, -32.4554, -16.1096, -0.729517, -3.93291, -0.499031, -1.93674, -1.7542, 8, 
68, 171, -32.8202, -18.0761, -0.7926, -3.92069, -0.521443, -1.93083, -1.77027, 8, 
68.5, 171, -33.2165, -20.0365, -0.850755, -3.90848, -0.540748, -1.92551, -1.78512, 8, 
69, 171, -33.6419, -21.9907, -0.9038, -3.89656, -0.557155, -1.92083, -1.79871, 8, 
69.5, 171, -34.0938, -23.939, -0.951684, -3.88514, -0.570888, -1.91679, -1.81102, 8, 
70, 171, -34.5696, -25.8815, -0.994462, -3.87441, -0.582184, -1.91339, -1.82205, 8, 
70.5, 171, -35.0668, -27.8187, -1.03228, -3.86451, -0.591278, -1.9106, -1.83182, 8, 
71, 171, -35.583, -29.751, -1.06534, -3.85552, -0.598407, -1.90838, -1.84039, 8, 
71.5, 171, -36.1157, -31.6788, -1.09391, -3.84751, -0.603798, -1.90668, -1.8478, 8, 
72, 171, -36.6626, -33.6025, -1.11829, -3.8405, -0.607668, -1.90545, -1.85414, 8, 
72.5, 171, -37.2218, -35.5228, -1.13879, -3.83447, -0.610224, -1.90463, -1.85949, 8, 
73, 171, -37.7911, -37.44, -1.15574, -3.8294, -0.611658, -1.90417, -1.86391, 8, 
73.5, 171, -38.369, -39.3547, -1.16948, -3.82522, -0.612148, -1.90402, -1.8675, 8, 
74, 171, -38.9538, -41.2673, -1.18034, -3.82188, -0.611855, -1.90411, -1.87034, 8, 
74.5, 171, -39.5439, -43.1783, -1.23116, -3.80582, -0.716121, -1.8674, -1.88367, 8, 
75, 171, -40.1595, -45.0812, -1.3381, -3.76955, -0.877587, -1.79718, -1.9119, 8, 
75.5, 171, -40.8286, -46.9659, -1.52693, -3.69709, -1.12144, -1.65601, -1.96247, 8, 
76, 171, -41.592, -48.8145, -1.84821, -3.54741, -1.4923, -1.33156, -2.05111, 8, 
76.5, 171, -42.5161, -50.5882, -2.37041, -3.22198, -1.92428, -0.545127, -2.20508, 8, 
77, 171, -43.7013, -52.1992, -3.02203, -2.62056, -1.86881, 0.712418, -2.42723, 8, 
77.5, 171, -45.2123, -53.5095, -3.56881, -1.80653, -1.28929, 1.52896, -2.673, 8, 
78, 171, -46.9968, -54.4127, -3.87239, -0.853726, -0.607142, 1.90562, -2.9246, 8, 
78.5, 171, -48.9329, -54.8396, -3.9982, 0.119904, -0.432464, 1.95268, 3.11161, 8, 
79, 171, -50.932, -54.7796, -3.8621, 1.04123, -0.252237, 1.98403, 2.87825, 8, 
79.5, 171, -52.8631, -54.259, -3.54452, 1.85374, -0.0788614, 1.99844, 2.65973, 8, 
80, 171, -54.6354, -53.3321, -3.1031, 2.52404, 0.0738526, 1.99864, 2.45874, 8, 
80.5, 171, -56.1869, -52.0701, -2.59678, 3.04249, 0.199125, 1.99006, 2.27732, 8, 
81, 171, -57.4853, -50.5489, -2.0768, 3.41861, 0.295248, 1.97809, 2.11671, 8, 
81.5, 171, -58.5237, -48.8396, -1.58156, 3.67405, 0.363839, 1.96663, 1.97729, 8, 
82, 171, -59.3145, -47.0026, -1.13547, 3.83545, 0.408098, 1.95792, 1.85862, 8, 
82.5, 171, -59.8822, -45.0848, -0.750897, 3.92889, 0.431631, 1.95287, 1.75964, 8, 
83, 171, -60.2577, -43.1204, -0.431326, 3.97668, 0.437842, 1.95149, 1.67884, 8, 
83.5, 171, -60.4733, -41.132, -0.174645, 3.99619, 0.429702, 1.95329, 1.61447, 8, 
84, 171, -60.5607, -39.1339, 0.0242941, 3.99993, 0.409723, 1.95758, 1.56472, 8, 
84.5, 171, -60.5485, -37.134, 0.171914, 3.9963, 0.380021, 1.96356, 1.5278, 8, 
85, 171, -60.4626, -35.1358, 0.274858, 3.99055, 0.342402, 1.97047, 1.50203, 8, 
85.5, 171, -60.3251, -33.1406, 0.339442, 3.98557, 0.298444, 1.97761, 1.48583, 8, 
86, 171, -60.1554, -31.1478, 0.371427, 3.98272, 0.249563, 1.98437, 1.47781, 8, 
86.5, 171, -59.9697, -29.1564, 0.375964, 3.98229, 0.197055, 1.99027, 1.47667, 8, 
87, 171, -59.7817, -27.1653, 0.357637, 3.98398, 0.142125, 1.99494, 1.48127, 8, 
87.5, 171, -59.6029, -25.1733, 0.320522, 3.98714, 0.0858919, 1.99815, 1.49058, 8, 
88, 171, -59.4426, -23.1797, 0.268265, 3.99099, 0.0293891, 1.99978, 1.50368, 8, 
88.5, 171, -59.3085, -21.1842, 0.204138, 3.99479, -0.0264476, 1.99983, 1.51974, 8, 
89, 171, -59.2064, -19.1868, 0.13108, 3.99785, -0.0807949, 1.99837, 1.53802, 8, 
89.5, 171, -59.1409, -17.1879, 0.0517254, 3.99967, -0.132949, 1.99558, 1.55786, 8, 
90, 171, -59.115, -15.1881, -0.0315828, 3.99988, -0.182339, 1.99167, 1.57869, 8, 
90.5, 171, -59.1308, -13.1881, -0.116783, 3.99829, -0.228526, 1.9869, 1.6, 8, 
91, 171, -59.1892, -11.189, -0.202089, 3.99489, -0.271197, 1.98153, 1.62134, 8, 
91.5, 171, -59.2903, -9.19153, -0.28599, 3.98976, -0.310164, 1.9758, 1.64235, 8, 
92, 171, -59.4333, -7.19665, -0.367235, 3.98311, -0.345344, 1.96996, 1.66273, 8, 
92.5, 171, -59.6169, -5.20509, -0.444825, 3.97519, -0.376747, 1.9642, 1.68223, 8, 
93, 171, -59.8393, -3.2175, -0.517995, 3.96632, -0.404456, 1.95868, 1.70066, 8, 
93.5, 171, -60.0983, -1.23434, -0.586191, 3.95681, -0.428619, 1.95353, 1.71787, 8, 
94, 171, -60.3914, 0.744068, -0.649052, 3.94699, -0.449425, 1.94885, 1.73378, 8, 
94.5, 171, -60.7159, 2.71756, -0.70638, 3.93713, -0.467098, 1.94469, 1.74832, 8, 
95, 171, -61.0691, 4.68613, -0.758118, 3.9275, -0.481879, 1.94108, 1.76148, 8, 
95.5, 171, -61.4482, 6.64988, -0.804326, 3.9183, -0.494022, 1.93803, 1.77326, 8, 
96, 171, -61.8503, 8.60903, -0.845159, 3.90969, -0.503785, 1.93551, 1.78369, 8, 
96.5, 171, -62.2729, 10.5639, -0.880843, 3.90181, -0.511421, 1.93351, 1.79283, 8, 
97, 171, -62.7133, 12.5148, -0.91166, 3.89472, -0.517179, 1.93197, 1.80073, 8, 
97.5, 171, -63.1691, 14.4621, -0.937931, 3.88848, -0.521295, 1.93087, 1.80748, 8, 
98, 171, -63.6381, 16.4064, -0.960004, 3.88309, -0.523991, 1.93014, 1.81316, 8, 
98.5, 171, -64.1181, 18.3479, -0.978237, 3.87854, -0.525477, 1.92973, 1.81786, 8, 
99, 171, -64.6072, 20.2872, -0.992996, 3.87478, -0.525944, 1.92961, 1.82167, 8, 
99.5, 171, -65.1037, 22.2246, -1.00464, 3.87178, -0.52557, 1.92971, 1.82468, 8, 
100, 171, -65.6061, 24.1605, -1.01353, 3.86946, -0.524514, 1.93, 1.82697, 8, 
